PC_ID,Innate,Current,Maximum,derivative
1518,obedience,-0.45,-0.45,0.17
1518,pain tolerance,-0.26,-0.26,0.12
1518,perception,0.87,0.87,0.61
1518,reflex,1.53,1.53,0.02
1518,speed,-1.22,-1.22,0.23
1518,strength,-0.41,-0.41,0.01
1519,agility,0.81,0.81,0.04
1519,analytical reasoning,-1.57,-1.57,0.10
1519,bravery,-0.10,-0.10,0.28
1519,endurance,-1.06,-1.06,0.07
1519,honesty,0.08,0.08,0.01
1519,intuition,0.34,0.34,0.22
1519,loyalty,-0.68,-0.68,0.01
1519,memory,-0.96,-0.96,0.48
1519,obedience,0.89,0.89,0.02
1519,pain tolerance,0.01,0.01,0.03
1519,perception,0.23,0.23,0.05
1519,reflex,-0.55,-0.55,0.28
1519,speed,0.25,0.25,0.72
1519,strength,-1.37,-1.37,0.03
1520,agility,-1.71,-1.71,0.28
1520,analytical reasoning,0.04,0.04,0.15
1520,bravery,-0.56,-0.56,0.01
1520,endurance,-1.01,-1.01,0.02
1520,honesty,-0.88,-0.88,0.12
1520,intuition,1.17,1.17,0.09
1520,loyalty,-2.18,-2.18,0.17
1520,memory,0.09,0.09,0.03
1520,obedience,0.10,0.10,0.19
1520,pain tolerance,0.38,0.38,0.12
1520,perception,-0.17,-0.17,0.02
1520,reflex,0.92,0.92,0.26
1520,speed,-0.23,-0.23,0.28
1520,strength,-1.14,-1.14,0.07
1521,agility,1.07,1.07,0.18
1521,analytical reasoning,1.79,1.79,0.01
1521,bravery,-0.88,-0.88,0.01
1521,endurance,-0.55,-0.55,0.01
1521,honesty,0.58,0.58,0.02
1521,intuition,-0.95,-0.95,0.02
1521,loyalty,1.33,1.33,0.05
1521,memory,-0.58,-0.58,0.47
1521,obedience,0.53,0.53,0.20
1521,pain tolerance,-0.17,-0.17,0.02
1521,perception,-1.27,-1.27,0.30
1521,reflex,0.59,0.59,0.08
1521,speed,0.72,0.72,0.27
1521,strength,-0.58,-0.58,0.28
1522,agility,-1.09,-1.09,0.32
1522,analytical reasoning,-0.87,-0.87,0.04
1522,bravery,1.06,1.06,0.01
1522,endurance,-0.83,-0.83,0.13
1522,honesty,1.32,1.32,0.41
1522,intuition,-0.25,-0.25,0.26
1522,loyalty,-1.17,-1.17,0.62
1522,memory,2.69,2.69,0.02
1522,obedience,0.80,0.80,0.11
1522,pain tolerance,1.55,1.55,0.26
1522,perception,2.63,2.63,0.43
1522,reflex,0.94,0.94,0.15
1522,speed,-0.35,-0.35,0.04
1522,strength,0.55,0.55,0.42
1523,agility,-1.04,-1.04,0.46
1523,analytical reasoning,0.01,0.01,0.18
1523,bravery,-0.84,-0.84,0.54
1523,endurance,0.55,0.55,0.21
1523,honesty,1.24,1.24,0.12
1523,intuition,-0.01,-0.01,0.16
1523,loyalty,0.09,0.09,0.21
1523,memory,-0.31,-0.31,0.16
1523,obedience,0.20,0.20,0.20
1523,pain tolerance,0.62,0.62,0.14
1523,perception,3.21,3.21,0.12
1523,reflex,-0.13,-0.13,0.03
1523,speed,0.10,0.10,0.09
1523,strength,0.61,0.61,0.25
1524,agility,0.03,0.03,0.01
1524,analytical reasoning,-0.30,-0.30,0.12
1524,bravery,0.82,0.82,0.12
1524,endurance,0.68,0.68,0.03
1524,honesty,-2.36,-2.36,0.04
1524,intuition,-0.45,-0.45,0.11
1524,loyalty,0.31,0.31,0.15
1524,memory,0.08,0.08,0.45
1524,obedience,-0.47,-0.47,0.21
1524,pain tolerance,-0.05,-0.05,0.03
1524,perception,1.83,1.83,0.01
1524,reflex,-0.12,-0.12,0.05
1524,speed,-2.66,-2.66,0.21
1524,strength,0.52,0.52,0.03
1525,agility,-0.84,-0.84,0.14
1525,analytical reasoning,0.95,0.95,0.15
1525,bravery,0.90,0.90,0.38
1525,endurance,-0.56,-0.56,0.15
1525,honesty,-0.89,-0.89,0.01
1525,intuition,0.44,0.44,0.09
1525,loyalty,0.73,0.73,0.05
1525,memory,1.79,1.79,0.05
1525,obedience,-1.42,-1.42,0.22
1525,pain tolerance,0.01,0.01,0.14
1525,perception,-0.91,-0.91,0.24
1525,reflex,3.00,3.00,0.29
1525,speed,-0.08,-0.08,0.01
1525,strength,0.56,0.56,0.02
1526,agility,-0.45,-0.45,0.05
1526,analytical reasoning,1.03,1.03,0.19
1526,bravery,0.03,0.03,0.13
1526,endurance,-0.07,-0.07,0.03
1526,honesty,-0.29,-0.29,0.14
1526,intuition,0.23,0.23,0.25
1526,loyalty,-0.09,-0.09,0.01
1526,memory,0.37,0.37,0.43
1526,obedience,2.81,2.81,0.14
1526,pain tolerance,0.09,0.09,0.22
1526,perception,-0.72,-0.72,0.01
1526,reflex,0.01,0.01,0.03
1526,speed,2.98,2.98,0.36
1526,strength,-0.11,-0.11,0.22
1527,agility,-0.54,-0.54,0.28
1527,analytical reasoning,0.37,0.37,0.03
1527,bravery,-0.43,-0.43,0.18
1527,endurance,-0.51,-0.51,0.11
1527,honesty,-0.83,-0.83,0.11
1527,intuition,0.03,0.03,0.08
1527,loyalty,-0.27,-0.27,0.02
1527,memory,-0.35,-0.35,0.39
1527,obedience,0.92,0.92,0.17
1527,pain tolerance,-0.11,-0.11,0.01
1527,perception,-0.76,-0.76,0.22
1527,reflex,-1.45,-1.45,0.13
1527,speed,0.34,0.34,0.04
1527,strength,-0.39,-0.39,0.01
1528,agility,0.40,0.40,0.31
1528,analytical reasoning,0.49,0.49,0.10
1528,bravery,-0.17,-0.17,0.14
1528,endurance,0.70,0.70,0.16
1528,honesty,-0.43,-0.43,0.01
1528,intuition,-0.79,-0.79,0.03
1528,loyalty,-0.18,-0.18,0.10
1528,memory,1.18,1.18,0.04
1528,obedience,-0.54,-0.54,0.10
1528,pain tolerance,0.01,0.01,0.16
1528,perception,0.49,0.49,0.08
1528,reflex,-0.16,-0.16,0.11
1528,speed,-1.91,-1.91,0.11
1528,strength,-1.10,-1.10,0.01
1529,agility,-1.06,-1.06,0.05
1529,analytical reasoning,0.08,0.08,0.05
1529,bravery,0.13,0.13,0.08
1529,endurance,-0.20,-0.20,0.09
1529,honesty,-0.99,-0.99,0.02
1529,intuition,1.78,1.78,0.01
1529,loyalty,0.40,0.40,0.48
1529,memory,-0.81,-0.81,0.01
1529,obedience,0.51,0.51,0.19
1529,pain tolerance,-1.57,-1.57,0.36
1529,perception,0.59,0.59,0.07
1529,reflex,1.36,1.36,0.17
1529,speed,0.33,0.33,0.08
1529,strength,-2.13,-2.13,0.01
1530,agility,-1.67,-1.67,0.67
1530,analytical reasoning,0.78,0.78,0.06
1530,bravery,-0.46,-0.46,0.27
1530,endurance,1.53,1.53,0.03
1530,honesty,1.03,1.03,0.13
1530,intuition,1.28,1.28,0.21
1530,loyalty,-0.17,-0.17,0.13
1530,memory,-1.62,-1.62,0.17
1530,obedience,0.08,0.08,0.13
1530,pain tolerance,-0.97,-0.97,0.50
1530,perception,-0.54,-0.54,0.06
1530,reflex,-1.11,-1.11,0.10
1530,speed,-0.96,-0.96,0.05
1530,strength,0.20,0.20,0.12
1531,agility,0.62,0.62,0.90
1531,analytical reasoning,1.02,1.02,0.12
1531,bravery,0.12,0.12,0.01
1531,endurance,0.45,0.45,0.27
1531,honesty,-0.31,-0.31,0.13
1531,intuition,1.50,1.50,0.32
1531,loyalty,-2.16,-2.16,0.15
1531,memory,0.64,0.64,0.21
1531,obedience,-0.41,-0.41,0.04
1531,pain tolerance,0.86,0.86,0.08
1531,perception,0.54,0.54,0.03
1531,reflex,1.51,1.51,0.13
1531,speed,-1.35,-1.35,0.01
1531,strength,-1.06,-1.06,0.08
1532,agility,1.41,1.41,0.12
1532,analytical reasoning,1.01,1.01,0.14
1532,bravery,0.55,0.55,0.01
1532,endurance,-2.58,-2.58,0.16
1532,honesty,-0.56,-0.56,0.18
1532,intuition,0.92,0.92,0.21
1532,loyalty,-0.73,-0.73,0.06
1532,memory,0.58,0.58,0.11
1532,obedience,-1.53,-1.53,0.22
1532,pain tolerance,0.05,0.05,0.16
1532,perception,0.80,0.80,0.12
1532,reflex,0.22,0.22,0.24
1532,speed,-0.84,-0.84,0.01
1532,strength,-0.35,-0.35,0.13
1533,agility,0.83,0.83,0.62
1533,analytical reasoning,0.87,0.87,0.24
1533,bravery,-1.01,-1.01,0.01
1533,endurance,0.26,0.26,0.04
1533,honesty,0.16,0.16,0.05
1533,intuition,-0.56,-0.56,0.07
1533,loyalty,0.79,0.79,0.06
1533,memory,0.40,0.40,0.20
1533,obedience,-1.78,-1.78,0.04
1533,pain tolerance,1.12,1.12,0.05
1533,perception,1.99,1.99,0.12
1533,reflex,0.90,0.90,0.04
1533,speed,-0.54,-0.54,0.25
1533,strength,-0.17,-0.17,0.32
1534,agility,0.48,0.48,0.07
1534,analytical reasoning,2.35,2.35,0.44
1534,bravery,0.78,0.78,0.08
1534,endurance,2.21,2.21,0.20
1534,honesty,0.33,0.33,0.09
1534,intuition,-1.07,-1.07,0.03
1534,loyalty,0.13,0.13,0.04
1534,memory,-1.16,-1.16,0.20
1534,obedience,0.74,0.74,0.08
1534,pain tolerance,-0.13,-0.13,0.35
1534,perception,0.96,0.96,0.21
1534,reflex,0.13,0.13,0.02
1534,speed,0.72,0.72,0.06
1534,strength,0.01,0.01,0.15
1535,agility,1.91,1.91,0.01
1535,analytical reasoning,-1.16,-1.16,0.07
1535,bravery,0.06,0.06,0.17
1535,endurance,-0.06,-0.06,0.20
1535,honesty,-0.18,-0.18,0.20
1535,intuition,-0.40,-0.40,0.32
1535,loyalty,-1.09,-1.09,0.11
1535,memory,0.41,0.41,0.17
1535,obedience,-1.03,-1.03,0.22
1535,pain tolerance,0.96,0.96,0.07
1535,perception,-1.64,-1.64,0.34
1535,reflex,-0.87,-0.87,0.01
1535,speed,0.45,0.45,0.10
1535,strength,1.28,1.28,0.01
1536,agility,0.46,0.46,0.06
1536,analytical reasoning,0.32,0.32,0.48
1536,bravery,0.65,0.65,0.24
1536,endurance,1.83,1.83,0.44
1536,honesty,1.01,1.01,0.43
1536,intuition,-1.14,-1.14,0.27
1536,loyalty,0.88,0.88,0.28
1536,memory,1.43,1.43,0.02
1536,obedience,-2.32,-2.32,0.16
1536,pain tolerance,-0.46,-0.46,0.13
1536,perception,0.80,0.80,0.23
1536,reflex,-1.47,-1.47,0.09
1536,speed,0.68,0.68,0.14
1536,strength,0.38,0.38,0.01
1537,agility,0.43,0.43,0.01
1537,analytical reasoning,-0.29,-0.29,0.14
1537,bravery,-0.69,-0.69,0.01
1537,endurance,-0.53,-0.53,0.07
1537,honesty,-0.20,-0.20,0.05
1537,intuition,-1.39,-1.39,0.43
1537,loyalty,-0.14,-0.14,0.06
1537,memory,0.17,0.17,0.07
1537,obedience,0.07,0.07,0.14
1537,pain tolerance,1.33,1.33,0.48
1537,perception,-0.31,-0.31,0.14
1537,reflex,0.09,0.09,0.04
1537,speed,0.71,0.71,0.34
1537,strength,1.78,1.78,0.74
1538,agility,0.19,0.19,0.12
1538,analytical reasoning,1.90,1.90,0.01
1538,bravery,0.63,0.63,0.03
1538,endurance,2.08,2.08,0.07
1538,honesty,-0.08,-0.08,0.26
1538,intuition,0.15,0.15,0.01
1538,loyalty,1.72,1.72,0.07
1538,memory,0.51,0.51,0.29
1538,obedience,2.00,2.00,0.20
1538,pain tolerance,1.03,1.03,0.01
1538,perception,-2.06,-2.06,0.11
1538,reflex,0.09,0.09,0.11
1538,speed,1.77,1.77,0.12
1538,strength,2.15,2.15,0.01
1539,agility,0.68,0.68,0.09
1539,analytical reasoning,0.23,0.23,0.02
1539,bravery,0.11,0.11,0.58
1539,endurance,0.52,0.52,0.19
1539,honesty,0.73,0.73,0.05
1539,intuition,-0.73,-0.73,0.11
1539,loyalty,0.33,0.33,0.09
1539,memory,-1.18,-1.18,0.01
1539,obedience,-0.86,-0.86,0.47
1539,pain tolerance,-0.01,-0.01,0.06
1539,perception,0.52,0.52,0.06
1539,reflex,-0.39,-0.39,0.20
1539,speed,-0.07,-0.07,0.15
1539,strength,0.63,0.63,0.06
1540,agility,0.03,0.03,0.05
1540,analytical reasoning,0.25,0.25,0.03
1540,bravery,0.13,0.13,0.03
1540,endurance,-0.27,-0.27,0.36
1540,honesty,1.39,1.39,0.26
1540,intuition,0.05,0.05,0.15
1540,loyalty,0.20,0.20,0.08
1540,memory,-1.25,-1.25,0.03
1540,obedience,1.06,1.06,0.19
1540,pain tolerance,1.33,1.33,0.14
1540,perception,-1.29,-1.29,0.01
1540,reflex,-0.87,-0.87,0.53
1540,speed,1.66,1.66,0.01
1540,strength,1.64,1.64,0.03
1541,agility,0.35,0.35,0.05
1541,analytical reasoning,0.01,0.01,0.08
1541,bravery,-0.61,-0.61,0.01
1541,endurance,0.02,0.02,0.39
1541,honesty,-1.08,-1.08,0.04
1541,intuition,0.52,0.52,0.01
1541,loyalty,0.88,0.88,0.50
1541,memory,1.98,1.98,0.15
1541,obedience,0.20,0.20,0.14
1541,pain tolerance,-1.00,-1.00,0.14
1541,perception,0.55,0.55,0.21
1541,reflex,0.67,0.67,0.08
1541,speed,0.20,0.20,0.07
1541,strength,-2.24,-2.24,0.11
1542,agility,1.01,1.01,0.34
1542,analytical reasoning,-1.15,-1.15,0.03
1542,bravery,-0.04,-0.04,0.02
1542,endurance,0.74,0.74,0.09
1542,honesty,-1.41,-1.41,0.13
1542,intuition,-0.52,-0.52,0.05
1542,loyalty,-0.44,-0.44,0.02
1542,memory,-0.55,-0.55,0.03
1542,obedience,-0.63,-0.63,0.76
1542,pain tolerance,0.63,0.63,0.13
1542,perception,-0.54,-0.54,0.21
1542,reflex,-1.62,-1.62,0.18
1542,speed,-2.94,-2.94,0.51
1542,strength,1.71,1.71,0.01
1543,agility,-0.14,-0.14,0.35
1543,analytical reasoning,1.82,1.82,0.04
1543,bravery,1.85,1.85,0.10
1543,endurance,-0.41,-0.41,0.08
1543,honesty,0.17,0.17,0.05
1543,intuition,-1.39,-1.39,0.13
1543,loyalty,0.75,0.75,0.20
1543,memory,-0.03,-0.03,0.25
1543,obedience,-0.01,-0.01,0.46
1543,pain tolerance,0.10,0.10,0.26
1543,perception,1.59,1.59,0.05
1543,reflex,-0.34,-0.34,0.08
1543,speed,2.71,2.71,0.28
1543,strength,0.23,0.23,0.06
1544,agility,0.57,0.57,0.18
1544,analytical reasoning,-0.42,-0.42,0.18
1544,bravery,0.22,0.22,0.04
1544,endurance,1.02,1.02,0.19
1544,honesty,0.84,0.84,0.04
1544,intuition,0.06,0.06,0.03
1544,loyalty,0.95,0.95,0.16
1544,memory,-1.00,-1.00,0.02
1544,obedience,1.09,1.09,0.06
1544,pain tolerance,-0.15,-0.15,0.07
1544,perception,1.41,1.41,0.11
1544,reflex,0.44,0.44,0.12
1544,speed,-0.88,-0.88,0.27
1544,strength,-0.65,-0.65,0.10
1545,agility,0.66,0.66,0.37
1545,analytical reasoning,-0.74,-0.74,0.02
1545,bravery,-2.00,-2.00,0.22
1545,endurance,-0.85,-0.85,0.01
1545,honesty,1.03,1.03,0.23
1545,intuition,-2.11,-2.11,0.13
1545,loyalty,0.27,0.27,0.11
1545,memory,0.44,0.44,0.09
1545,obedience,1.51,1.51,0.04
1545,pain tolerance,0.12,0.12,0.07
1545,perception,0.80,0.80,0.41
1545,reflex,0.51,0.51,0.17
1545,speed,0.55,0.55,0.06
1545,strength,-1.01,-1.01,0.05
1546,agility,2.03,2.03,0.62
1546,analytical reasoning,1.95,1.95,0.02
1546,bravery,0.63,0.63,0.34
1546,endurance,0.18,0.18,0.27
1546,honesty,0.53,0.53,0.25
1546,intuition,3.47,3.47,0.33
1546,loyalty,0.13,0.13,0.01
1546,memory,1.38,1.38,0.01
1546,obedience,0.06,0.06,0.11
1546,pain tolerance,0.18,0.18,0.39
1546,perception,-0.49,-0.49,0.09
1546,reflex,1.85,1.85,0.08
1546,speed,1.58,1.58,0.07
1546,strength,1.48,1.48,0.12
1547,agility,0.11,0.11,0.12
1547,analytical reasoning,-0.55,-0.55,0.05
1547,bravery,-0.60,-0.60,0.12
1547,endurance,-0.35,-0.35,0.06
1547,honesty,0.50,0.50,0.09
1547,intuition,1.66,1.66,0.07
1547,loyalty,0.10,0.10,0.05
1547,memory,-1.25,-1.25,0.07
1547,obedience,1.55,1.55,0.01
1547,pain tolerance,-0.17,-0.17,0.28
1547,perception,-1.28,-1.28,0.01
1547,reflex,1.33,1.33,0.20
1547,speed,0.88,0.88,0.42
1547,strength,1.84,1.84,0.39
1548,agility,-0.65,-0.65,0.12
1548,analytical reasoning,-0.61,-0.61,0.28
1548,bravery,0.98,0.98,0.12
1548,endurance,0.14,0.14,0.21
1548,honesty,1.55,1.55,0.06
1548,intuition,2.01,2.01,0.05
1548,loyalty,0.34,0.34,0.21
1548,memory,-0.04,-0.04,0.14
1548,obedience,0.94,0.94,0.15
1548,pain tolerance,0.06,0.06,0.20
1548,perception,-0.11,-0.11,0.21
1548,reflex,-0.58,-0.58,0.01
1548,speed,0.24,0.24,0.49
1548,strength,1.17,1.17,0.13
1549,agility,-0.24,-0.24,0.07
1549,analytical reasoning,1.77,1.77,0.04
1549,bravery,0.04,0.04,0.58
1549,endurance,-2.13,-2.13,0.72
1549,honesty,-0.64,-0.64,0.10
1549,intuition,-0.10,-0.10,0.06
1549,loyalty,-0.62,-0.62,0.17
1549,memory,-1.11,-1.11,0.10
1549,obedience,1.35,1.35,0.28
1549,pain tolerance,-0.24,-0.24,0.16
1549,perception,0.37,0.37,0.08
1549,reflex,0.01,0.01,0.08
1549,speed,1.28,1.28,0.01
1549,strength,-1.00,-1.00,0.01
1550,agility,-0.57,-0.57,0.10
1550,analytical reasoning,0.33,0.33,0.05
1550,bravery,-1.21,-1.21,0.13
1550,endurance,0.11,0.11,0.06
1550,honesty,-1.38,-1.38,0.01
1550,intuition,0.07,0.07,0.25
1550,loyalty,1.57,1.57,0.52
1550,memory,1.99,1.99,0.08
1550,obedience,0.69,0.69,0.15
1550,pain tolerance,1.35,1.35,0.01
1550,perception,0.04,0.04,0.31
1550,reflex,1.17,1.17,0.16
1550,speed,0.15,0.15,0.26
1550,strength,-0.34,-0.34,0.08
1551,agility,0.05,0.05,0.17
1551,analytical reasoning,-0.64,-0.64,0.25
1551,bravery,0.35,0.35,0.05
1551,endurance,0.24,0.24,0.28
1551,honesty,-0.83,-0.83,0.31
1551,intuition,-0.28,-0.28,0.21
1551,loyalty,1.49,1.49,0.10
1551,memory,1.47,1.47,0.07
1551,obedience,1.08,1.08,0.04
1551,pain tolerance,2.28,2.28,0.11
1551,perception,-1.65,-1.65,0.01
1551,reflex,-1.15,-1.15,0.15
1551,speed,-0.04,-0.04,0.07
1551,strength,1.00,1.00,0.08
1552,agility,0.05,0.05,0.04
1552,analytical reasoning,1.11,1.11,0.09
1552,bravery,1.30,1.30,0.04
1552,endurance,0.59,0.59,0.05
1552,honesty,1.22,1.22,0.06
1552,intuition,0.24,0.24,0.07
1552,loyalty,0.90,0.90,0.04
1552,memory,-0.21,-0.21,0.39
1552,obedience,1.68,1.68,0.18
1552,pain tolerance,-0.40,-0.40,0.21
1552,perception,-1.52,-1.52,0.04
1552,reflex,-0.29,-0.29,0.12
1552,speed,-0.43,-0.43,0.20
1552,strength,1.83,1.83,0.23
1553,agility,-1.00,-1.00,0.21
1553,analytical reasoning,-0.48,-0.48,0.01
1553,bravery,0.76,0.76,0.04
1553,endurance,0.46,0.46,0.02
1553,honesty,0.97,0.97,0.17
1553,intuition,0.98,0.98,0.01
1553,loyalty,1.90,1.90,0.01
1553,memory,-0.88,-0.88,0.25
1553,obedience,-0.70,-0.70,0.11
1553,pain tolerance,0.29,0.29,0.21
1553,perception,1.18,1.18,0.05
1553,reflex,-0.94,-0.94,0.33
1553,speed,-0.24,-0.24,0.01
1553,strength,-0.13,-0.13,0.04
1554,agility,0.17,0.17,0.05
1554,analytical reasoning,0.15,0.15,0.19
1554,bravery,-0.96,-0.96,0.01
1554,endurance,-1.33,-1.33,0.06
1554,honesty,0.64,0.64,0.01
1554,intuition,1.71,1.71,0.15
1554,loyalty,-1.63,-1.63,0.01
1554,memory,-0.87,-0.87,0.02
1554,obedience,-2.68,-2.68,0.01
1554,pain tolerance,1.69,1.69,0.06
1554,perception,-1.45,-1.45,0.01
1554,reflex,1.00,1.00,0.20
1554,speed,-1.08,-1.08,0.01
1554,strength,-0.54,-0.54,0.29
1555,agility,0.15,0.15,0.05
1555,analytical reasoning,1.89,1.89,0.02
1555,bravery,-0.47,-0.47,0.11
1555,endurance,1.83,1.83,0.14
1555,honesty,0.71,0.71,0.12
1555,intuition,-0.48,-0.48,0.01
1555,loyalty,0.38,0.38,0.20
1555,memory,0.44,0.44,0.14
1555,obedience,0.33,0.33,0.09
1555,pain tolerance,1.26,1.26,0.07
1555,perception,0.24,0.24,0.06
1555,reflex,0.44,0.44,0.10
1555,speed,1.05,1.05,0.32
1555,strength,1.27,1.27,0.21
1556,agility,-0.68,-0.68,0.28
1556,analytical reasoning,2.18,2.18,0.12
1556,bravery,-0.88,-0.88,0.12
1556,endurance,-0.16,-0.16,0.09
1556,honesty,-0.44,-0.44,0.17
1556,intuition,-0.61,-0.61,0.11
1556,loyalty,0.35,0.35,0.03
1556,memory,-2.15,-2.15,0.04
1556,obedience,-0.69,-0.69,0.01
1556,pain tolerance,1.76,1.76,0.20
1556,perception,-0.23,-0.23,0.02
1556,reflex,1.18,1.18,0.10
1556,speed,-0.19,-0.19,0.05
1556,strength,0.06,0.06,0.15
1557,agility,-1.47,-1.47,0.01
1557,analytical reasoning,0.21,0.21,0.20
1557,bravery,0.88,0.88,0.30
1557,endurance,1.33,1.33,0.08
1557,honesty,-0.33,-0.33,0.15
1557,intuition,-1.04,-1.04,0.22
1557,loyalty,-1.13,-1.13,0.03
1557,memory,-1.03,-1.03,0.14
1557,obedience,0.36,0.36,0.36
1557,pain tolerance,0.54,0.54,0.52
1557,perception,-0.49,-0.49,0.30
1557,reflex,1.31,1.31,0.04
1557,speed,-1.02,-1.02,0.09
1557,strength,1.45,1.45,0.09
1558,agility,0.40,0.40,0.07
1558,analytical reasoning,0.82,0.82,0.31
1558,bravery,0.06,0.06,0.31
1558,endurance,-0.18,-0.18,0.20
1558,honesty,-0.52,-0.52,0.19
1558,intuition,-0.21,-0.21,0.09
1558,loyalty,0.99,0.99,0.22
1558,memory,-0.96,-0.96,0.31
1558,obedience,1.89,1.89,0.05
1558,pain tolerance,0.17,0.17,0.39
1558,perception,0.43,0.43,0.02
1558,reflex,2.06,2.06,0.08
1558,speed,0.85,0.85,0.01
1558,strength,3.05,3.05,0.17
1559,agility,-0.18,-0.18,0.31
1559,analytical reasoning,1.14,1.14,0.16
1559,bravery,-0.93,-0.93,0.11
1559,endurance,1.05,1.05,0.01
1559,honesty,0.16,0.16,0.05
1559,intuition,1.44,1.44,0.06
1559,loyalty,0.08,0.08,0.30
1559,memory,0.25,0.25,0.26
1559,obedience,0.69,0.69,0.11
1559,pain tolerance,0.17,0.17,0.85
1559,perception,0.63,0.63,0.39
1559,reflex,-0.59,-0.59,0.02
1559,speed,0.33,0.33,0.05
1559,strength,0.01,0.01,0.15
1560,agility,0.19,0.19,0.17
1560,analytical reasoning,-1.40,-1.40,0.14
1560,bravery,0.67,0.67,0.04
1560,endurance,-0.36,-0.36,0.09
1560,honesty,1.55,1.55,0.35
1560,intuition,-0.47,-0.47,0.24
1560,loyalty,-0.13,-0.13,0.41
1560,memory,-0.81,-0.81,0.29
1560,obedience,0.29,0.29,0.22
1560,pain tolerance,0.68,0.68,0.08
1560,perception,-0.19,-0.19,0.04
1560,reflex,-0.90,-0.90,0.55
1560,speed,0.24,0.24,0.03
1560,strength,1.29,1.29,0.05
1561,agility,-0.31,-0.31,0.07
1561,analytical reasoning,-1.91,-1.91,0.43
1561,bravery,-0.74,-0.74,0.14
1561,endurance,1.16,1.16,0.26
1561,honesty,-0.98,-0.98,0.13
1561,intuition,0.66,0.66,0.31
1561,loyalty,2.32,2.32,0.03
1561,memory,2.04,2.04,0.13
1561,obedience,-0.52,-0.52,0.51
1561,pain tolerance,-2.05,-2.05,0.01
1561,perception,2.31,2.31,0.16
1561,reflex,-0.54,-0.54,0.15
1561,speed,0.62,0.62,0.05
1561,strength,-0.46,-0.46,0.13
1562,agility,0.72,0.72,0.01
1562,analytical reasoning,0.41,0.41,0.20
1562,bravery,0.63,0.63,0.04
1562,endurance,0.60,0.60,0.02
1562,honesty,0.45,0.45,0.31
1562,intuition,0.58,0.58,0.13
1562,loyalty,0.61,0.61,0.41
1562,memory,2.11,2.11,0.01
1562,obedience,0.73,0.73,0.17
1562,pain tolerance,0.56,0.56,0.12
1562,perception,0.52,0.52,0.12
1562,reflex,0.78,0.78,0.33
1562,speed,2.30,2.30,0.60
1562,strength,0.92,0.92,0.05
1563,agility,0.64,0.64,0.11
1563,analytical reasoning,1.14,1.14,0.13
1563,bravery,-0.77,-0.77,0.03
1563,endurance,1.37,1.37,0.70
1563,honesty,0.01,0.01,0.09
1563,intuition,0.31,0.31,0.22
1563,loyalty,0.88,0.88,0.08
1563,memory,1.32,1.32,0.07
1563,obedience,-0.81,-0.81,0.17
1563,pain tolerance,3.22,3.22,0.49
1563,perception,1.22,1.22,0.39
1563,reflex,1.65,1.65,0.14
1563,speed,-0.53,-0.53,0.14
1563,strength,-1.08,-1.08,0.11
1564,agility,0.57,0.57,0.42
1564,analytical reasoning,1.81,1.81,0.04
1564,bravery,-0.20,-0.20,0.24
1564,endurance,0.89,0.89,0.04
1564,honesty,0.37,0.37,0.14
1564,intuition,1.04,1.04,0.13
1564,loyalty,0.33,0.33,0.05
1564,memory,0.32,0.32,0.04
1564,obedience,-1.31,-1.31,0.06
1564,pain tolerance,0.59,0.59,0.18
1564,perception,-2.45,-2.45,0.01
1564,reflex,1.25,1.25,0.04
1564,speed,-1.53,-1.53,0.27
1564,strength,-0.43,-0.43,0.37
1565,agility,0.67,0.67,0.07
1565,analytical reasoning,1.21,1.21,0.01
1565,bravery,1.81,1.81,0.05
1565,endurance,-0.60,-0.60,0.10
1565,honesty,0.66,0.66,0.16
1565,intuition,1.85,1.85,0.02
1565,loyalty,0.93,0.93,0.01
1565,memory,1.46,1.46,0.20
1565,obedience,2.03,2.03,0.32
1565,pain tolerance,1.88,1.88,0.01
1565,perception,0.47,0.47,0.21
1565,reflex,0.64,0.64,0.16
1565,speed,-0.41,-0.41,0.10
1565,strength,0.41,0.41,0.14
1566,agility,1.66,1.66,0.01
1566,analytical reasoning,0.98,0.98,0.01
1566,bravery,0.88,0.88,0.25
1566,endurance,-0.91,-0.91,0.04
1566,honesty,-1.10,-1.10,0.41
1566,intuition,0.48,0.48,0.12
1566,loyalty,-0.86,-0.86,0.05
1566,memory,0.79,0.79,0.02
1566,obedience,0.51,0.51,0.77
1566,pain tolerance,-1.21,-1.21,0.16
1566,perception,0.29,0.29,0.07
1566,reflex,1.25,1.25,0.26
1566,speed,1.67,1.67,0.01
1566,strength,-0.42,-0.42,0.46
1567,agility,-0.01,-0.01,0.08
1567,analytical reasoning,0.71,0.71,0.27
1567,bravery,1.08,1.08,0.09
1567,endurance,0.37,0.37,0.02
1567,honesty,1.80,1.80,0.09
1567,intuition,0.46,0.46,0.09
1567,loyalty,-0.39,-0.39,0.14
1567,memory,-0.03,-0.03,0.54
1567,obedience,0.83,0.83,0.70
1567,pain tolerance,-0.18,-0.18,0.04
1567,perception,0.75,0.75,0.03
1567,reflex,0.34,0.34,0.14
1567,speed,1.52,1.52,0.18
1567,strength,-0.37,-0.37,0.14
1568,agility,0.44,0.44,0.09
1568,analytical reasoning,-0.63,-0.63,0.15
1568,bravery,-1.35,-1.35,0.02
1568,endurance,-0.31,-0.31,0.04
1568,honesty,1.43,1.43,0.05
1568,intuition,1.31,1.31,0.06
